name,school,city,state,ranking
TreVeyon Henderson,Hopewell,Hopewell,VA,0.9872
Will Shipley,Weddington,Matthews,NC,0.9839
Camar Wheaton,Lakeview Centennial,Garland,TX,0.9834
Donovan Edwards,West Bloomfield,West Bloomfield,MI,0.9806
LJ Johnson,Cy-Fair,Cypress,TX,0.9779
Evan Pryor,William Amos Hough,Cornelius,NC,0.9628
Lovasea Carroll,IMG Academy,Bradenton,FL,0.9474
Phil Mafah,Grayson,Loganville,GA,0.9237
Cody Brown,Parkview,Lilburn,GA,0.9134
Amari Daniels,Miami Central,Miami,FL,0.9131
Thad Franklin,Chaminade-Madonna Prep,Hollywood,FL,0.9098
Trevion Cooley,Knightdale,Knightdale,NC,0.8932
Gabe Ervin,Buford,Buford,GA,0.8704
Kenji Christian,Pinson Valley,Pinson,AL,0.8685
Katravis Geter Jr.,Miami Carol City,Opa Locka,FL,0.8567
Emeka Egbuka,Steilacoom,Steilacoom,WA,0.9945
Ja'Corey Brooks,IMG Academy,Bradenton,FL,0.9861
Mario Williams,Plant City,Plant City,FL,0.9801
Agiye Hall,Bloomingdale,Valrico,FL,0.9788
JoJo Earle,Aledo,Aledo,TX,0.9762
Dont'e Thornton,Mount Saint Joseph,Baltimore,MD,0.9719
Xavier Worthy,Central East,Fresno,CA,0.9712
Christian Leary,Edgewater,Orlando,FL,0.9672
Chris Hilton,Zachary,Zachary,LA,0.9646
Beaux Collins,St. John Bosco,Bellflower,CA,0.9624
Brian Thomas Jr.,Walker,Walker,LA,0.96
Deion Colzie,Athens Academy,Athens,GA,0.957
Shadrach Banks,North Shore,Houston,TX,0.9492
Destyn Hill,Edna Karr,New Orleans,LA,0.9482
Jalil Farooq,Dr. Henry Wise,Upper Marlboro,MD,0.9441
Quaydarius Davis,Skyline,Dallas,TX,0.9372
Romello Brinson,Northwestern,Miami,FL,0.9368
Isaiah Brevard,Southaven,Southaven,MS,0.9264
Troy Stellato,Cardinal Gibbons,Fort Lauderdale,FL,0.9253
Bralon Brown,St. Thomas Aquinas,Fort Lauderdale,FL,0.9251
Dacari Collins,Westlake,Atlanta,GA,0.9248
Marcus Burke,Trinity Christian Academy,Jacksonville,FL,0.9245
Micah Crowell,East Forsyth,Kernersville,NC,0.921
Malik Nabers,Southside,Youngsville,LA,0.9112
Jaquez Smith,Westlake,Atlanta,GA,0.9065
Daejon Reynolds,Grayson,Loganville,GA,0.903
Antonio Harmon,Kosciusko,Kosciusko,MS,0.9014
James BlackStrain,Holy Trinity Episcopal Academy,Melbourne,FL,0.9013
Jayden Thomas,Pace Academy,Atlanta,GA,0.8991
Dominic Lovett,East St. Louis,East Saint Louis,IL,0.8986
Trevonte Rucker,Vanguard,Ocala,FL,0.8978
Jaden Alexis,Monarch,Pompano Beach,FL,0.8967
Julian Nixon,Centennial,Roswell,GA,0.8964
Keon Coleman,Opelousas Catholic School,Opelousas,LA,0.8926
Adonai Mitchell,Cane Ridge,Antioch,TN,0.8922
Adonai Mitchell,Cane Ridge,Antioch,TN,0.8922
