name,school,city,state,ranking
TreVeyon Henderson,Hopewell,Hopewell,VA,0.9872
Camar Wheaton,Lakeview Centennial,Garland,TX,0.9834
Donovan Edwards,West Bloomfield,West Bloomfield,MI,0.9806
LJ Johnson,Cy-Fair,Cypress,TX,0.9779
Evan Pryor,William Amos Hough,Cornelius,NC,0.9628
Seven McGee,East,Rochester,NY,0.935
Corey Kiner,Roger Bacon,Cincinnati,OH,0.9317
Phil Mafah,Grayson,Loganville,GA,0.9237
Byron Cardwell,Morse,San Diego,CA,0.9226
Brandon Campbell,Katy,Katy,TX,0.8978
Tavierre Dunlap,Del Valle,Del Valle,TX,0.8899
Alton McCaskill,Oak Ridge,Conroe,TX,0.8893
Logan Diggs,Archbishop Rummel,Metairie,LA,0.8815
Jordan Jenkins,Lindale,Lindale,TX,0.8785
KeyShawn Spencer,Palm Bay Senior,Melbourne,FL,0.8704
De'Anthony Lewis,Judson,Converse,TX,0.8533
Emeka Egbuka,Steilacoom,Steilacoom,WA,0.9945
Troy Franklin,Menlo-Atherton,Menlo Park,CA,0.9808
Mario Williams,Plant City,Plant City,FL,0.9801
Agiye Hall,Bloomingdale,Valrico,FL,0.9788
JoJo Earle,Aledo,Aledo,TX,0.9762
Dont'e Thornton,Mount Saint Joseph,Baltimore,MD,0.9719
Xavier Worthy,Central East,Fresno,CA,0.9712
Christian Leary,Edgewater,Orlando,FL,0.9672
Beaux Collins,St. John Bosco,Bellflower,CA,0.9624
Cody Jackson,Foster,Richmond,TX,0.9505
Shadrach Banks,North Shore,Houston,TX,0.9492
Kyron Ware-Hudson,Mater Dei,Santa Ana,CA,0.9421
Quaydarius Davis,Skyline,Dallas,TX,0.9372
Romello Brinson,Northwestern,Miami,FL,0.9368
Troy Stellato,Cardinal Gibbons,Fort Lauderdale,FL,0.9253
Dacari Collins,Westlake,Atlanta,GA,0.9248
Cristian Dixon,Mater Dei,Santa Ana,CA,0.9142
Jabez Tinae,Kennedy Catholic,Burien,WA,0.9016
James BlackStrain,Holy Trinity Episcopal Academy,Melbourne,FL,0.9013
Michael Jackson,Desert Pines,Las Vegas,NV,0.8928
Hal Presley,Mansfield Summit,Arlington,TX,0.8926
Keon Coleman,Opelousas Catholic School,Opelousas,LA,0.8926
Makai Cope,Culver City,Culver City,CA,0.8793
Ahmari Huggins-Bruce,Dillon,Dillon,SC,0.8748
Latrell Neville,Hightower,Missouri City,TX,0.8715
Joseph Manjack,Memorial,Tomball,TX,0.87
Thomas Fidone,Lewis Central,Council Bluffs,IA,0.9593
Brock Bowers,Napa,Napa,CA,0.9531
Michael Trigg,Carrollwood Day,Tampa,FL,0.9402
Moliki Matavao,Liberty,Henderson,NV,0.9324
Elijah Arroyo,Independence,Frisco,TX,0.9212
Hudson Wolfe,Hardin County,Savannah,TN,0.9193
Terrance Ferguson,Heritage,Littleton,CO,0.9178
Cane Berrong,Hart County,Hartwell,GA,0.9137
Sam Hart,Cherokee Trail,Aurora,CO,0.8911
Lake McRee,Lake Travis,Austin,TX,0.8826
Devon Martin,Poteet,Mesquite,TX,0.8541
Keleki Latu,Jesuit,Carmichael,CA,0.853
JP Murphy,San Ramon Valley,Danville,CA,0.8204
JC Latham,IMG Academy,Bradenton,FL,0.9989
Tristan Leigh,Robinson Secondary,Fairfax,VA,0.9921
Kingsley Suamataia,Orem,Orem,UT,0.9823
Blake Fisher,Avon,Avon,IN,0.9738
Bram Walden,Saguaro,Scottsdale,AZ,0.9624
Reuben Fatheree,Foster,Richmond,TX,0.9391
Mason Murphy,J Serra Catholic,San Juan Capistrano,CA,0.8914
Matthew Wykoff,Magnolia,Magnolia,TX,0.887
Austin Uke,Parish Episcopal School,Dallas,TX,0.883
Saia Mapakaitolo,Red Mountain,Mesa,AZ,0.8804
J'Marion Gooch,Gallatin Senior,Gallatin,TN,0.873
