name,school,city,state,ranking
Trey Smith,University School Of Jackson,Jackson,TN,0.992
Isaiah Wilson,Poly Prep,Brooklyn,NY,0.9904
Calvin Ashley,St. John's,Washington,DC,0.987
Jedrick Wills,Lafayette,Lexington,KY,0.9831
Austin Jackson,North Canyon,Phoenix,AZ,0.983
Andrew Thomas,Pace Academy,Atlanta,GA,0.9791
Austin Deculus,Cy-Fair,Cypress,TX,0.9772
Chuck Filiaga,Aledo,Aledo,TX,0.9475
Josh Lugg,North Allegheny,Wexford,PA,0.9443
Micah Clark,St. John Vianney Regional,Holmdel,NJ,0.9404
Austin Troxell,Madison Academy,Madison,AL,0.9253
Elliot Baker,City College of San Francisco,San Francisco,CA,0.9223
D'Antne Demery,Brunswick,Brunswick,GA,0.9212
Obinna Eze,Davidson Academy,Nashville,TN,0.9212
Grayson Reed,Cy Creek,Houston,TX,0.9103
Thayer Munford,Washington,Massillon,OH,0.8985
Jordan McNair,McDonogh School,Owings Mills,MD,0.8979
Blake Vinson,North Marion,Citra,FL,0.8863
Tony Gray,Grayson,Loganville,GA,0.8794
Tommy Champion,Copiah-Lincoln C.C.,Wesson,MS,0.8687
Zalon'tae Hillery,Glynn Academy,Brunswick,GA,0.8685
Noah DeHond,The Peddie School,Hightstown,NJ,0.8681
Jerry Drake Jr.,Palm Beach Gardens,Palm Beach Gardens,FL,0.8535
Wyatt Davis,St. John Bosco,Bellflower,CA,0.9876
Josh Myers,Miamisburg,Miamisburg,OH,0.9757
Tedarrell Slaton,American Heritage,Fort Lauderdale,FL,0.9677
Jack Anderson,Frisco,Frisco,TX,0.9628
Netori Johnson,Cedar Grove,Ellenwood,GA,0.9588
CJ Thorpe,Central Catholic,Pittsburgh,PA,0.9584
Kendall Randolph,Bob Jones ,Madison,AL,0.9252
Ed Ingram,DeSoto,DeSoto,TX,0.9217
Lavante Epson,Washington School,Greenville,MS,0.8459
Cesar Ruiz,IMG Academy,Bradenton,FL,0.9786
Creed Humphrey,Shawnee,Shawnee,OK,0.8962
Hunter Brannon,Cullman,Cullman,AL,0.8463
Jaelan Phillips,Redlands East Valley,Redlands,CA,0.9989
Chase Young,DeMatha Catholic,Hyattsville,MD,0.9957
Joshua Kaindoh,IMG Academy,Bradenton,FL,0.9948
Luiji Vilain,Episcopal,Alexandria,VA,0.9734
D.J. Johnson,Luther Burbank,Sacramento,CA,0.9648
Jarez Parks,Sebastian River,Sebastian,FL,0.9575
Robert Beal,Peachtree Ridge,Suwanee,GA,0.9498
Hunter Echols,Cathedral,Los Angeles,CA,0.9395
Justin Foster,Crest,Shelby,NC,0.9339
Jordan Williams,Frank W. Cox,Virginia Beach,VA,0.9299
Big Kat Bryant,Crisp County,Cordele,GA,0.9238
Tyler Johnson,Highland,Gilbert,AZ,0.9127
Corey Malone-Hatcher,St. Joseph,Saint Joseph,MI,0.9025
Isaiah Thomas,Memorial,Tulsa,OK,0.8978
Logan Rudolph,Northwestern,Rock Hill,SC,0.8901
LaTrell Bumphus,Hardin County,Savannah,TN,0.8764
Michael Allen,Lanier,Buford,GA,0.8736
Guy Thomas,Booker T. Washington,Miami,FL,0.8727
Jordan Wright,Dillard,Fort Lauderdale,FL,0.8706
Aaron Odom,Callaway,Jackson,MS,0.8623
A.J. Epenesa,Edwardsville,Edwardsville,IL,0.9868
LaBryan Ray,James Clemens,Madison,AL,0.9867
Isaiah Buggs,Mississippi Gulf Coast C.C.,Perkinston,MS,0.9551
Zachary Carter,Hillsborough,Tampa,FL,0.9404
Malik Herring,Mary Persons,Forsyth,GA,0.9345
Yetur Gross-Matos,Chancellor,Fredericksburg,VA,0.9223
Ryan Johnson,St. Paul's Episcopal,Mobile,AL,0.9137
Lagaryonn Carson,Liberty-Eylau,Texarkana,TX,0.9076
Josh Paschal,Good Counsel,Olney,MD,0.9028
Javon Kinlaw,Jones College,Ellisville,MS,0.8979
Donovan Jeter,Beaver Falls,Beaver Falls,PA,0.8971
MJ Webb,Morgan County,Madison,GA,0.895
Aaron Sterling,Tucker,Tucker,GA,0.8783
Justin Thomas,Spanish Fort,Spanish Fort,AL,0.8681
Jake Lichtenstein,Cypress Bay,Fort Lauderdale,FL,0.8666
Joe Anderson,Copiah-Lincoln C.C.,Wesson,MS,0.8551
Tyree Owens,Copiah-Lincoln C.C.,Wesson,MS,0.8445
B.J. Sharpe,Southwest,Macon,GA,0.8409
Marvin Wilson,Episcopal,Bellaire,TX,0.9958
Aubrey Solomon,Lee County,Leesburg,GA,0.9879
Tyler Shelvin,Notre Dame,Crowley,LA,0.9754
Phidarian Mathis,Neville,Monroe,LA,0.9528
Ja'len Parks,Newberry,Newberry,FL,0.9374
Darnell Ewell,Lake Taylor,Norfolk,VA,0.9358
Fred Hansard,Hun School ,Princeton,NJ,0.9195
Eric Crosby,Ocean Lakes,Virginia Beach,VA,0.916
James Hudson,Central Catholic,Toledo,OH,0.9121
Akial Byers,Fayetteville,Fayetteville,AR,0.8998
Elijah Conliffe,Hampton,Hampton,VA,0.8937
Dalyn Wade-Perry,Pope John XXIII,Sparta,NJ,0.8917
Breyon Gaddy,Catholic,Virginia Beach,VA,0.8903
Noah Elliss,Valor Christian,Littleton,CO,0.8893
Cory Durden,Newberry,Newberry,FL,0.8864
Neil Farrell,Murphy,Mobile,AL,0.8847
Kivon Bennett,St. Thomas Aquinas,Fort Lauderdale,FL,0.8702
Emmanuel McNeil,Central Gwinnett,Lawrenceville,GA,0.8671
Kane Taylor,Clearwater,Clearwater,FL,0.8666
Malik Young,Eastern Arizona College,Thatcher,AZ,0.8601
Alec Jackson,Jefferson Davis,Montgomery,AL,0.8595
Juan Harris,Parker High,Janesville,WI,0.8486
Jacob Phillips,East Nashville Magnet School,Nashville,TN,0.9719
Anthony Hines,Plano East,Plano,TX,0.9691
T.D. Moultry,Jackson-Olin,Birmingham,AL,0.9538
Christopher Allen,Southern Lab,Baton Rouge,LA,0.952
Levi Draper,Collinsville,Collinsville,OK,0.9447
Nate McBride,Vidalia Comprehensive,Vidalia,GA,0.931
Leonard Warner III,Brookwood,Snellville,GA,0.9264
Gary Johnson,Dodge City C.C.,Dodge City,KS,0.9202
Tyler Taylor,Lanier,Buford,GA,0.9091
Breon Dixon,Grayson,Loganville,GA,0.9055
K.J. Britt,Oxford,Oxford,AL,0.8951
Will Ignont,Buckhorn,New Market,AL,0.8939
Freddie Hartz,Morton,Morton,MS,0.8452
Baron Browning,Kennedale,Kennedale,TX,0.994
Dylan Moses,IMG Academy,Bradenton,FL,0.9922
Willie Gay Jr.,Starkville,Starkville,MS,0.967
VanDarius Cowan,Palm Beach Gardens,Palm Beach Gardens,FL,0.9628
Drew Singleton,Paramus Catholic,Paramus,NJ,0.9626
Markail Benton,Central,Phenix City,AL,0.9532
Jaden Hunter,Westlake,Atlanta,GA,0.9379
Walter Grant,Cairo,Cairo,GA,0.9217
Bruce Jordan-Swilling,Brother Martin,New Orleans,LA,0.9182
Brelin Faison-Walden,Grimsley,Greensboro,NC,0.8721
De'Andre Wilder,Miami Carol City,Opa Locka,FL,0.8702
Sherrod Greene,Rocky Mount,Rocky Mount,NC,0.8675
Nadarius Fagan,Miami Southridge,Miami,FL,0.8584
Jeff Okudah,South Grand Prairie,Grand Prairie,TX,0.9955
Shaun Wade,Trinity Christian Academy,Jacksonville,FL,0.9904
Darnay Holmes,Calabasas,Calabasas,CA,0.9879
Stanford Samuels,Charles W Flanagan,Hollywood,FL,0.982
Lamont Wade,Clairton,Clairton,PA,0.9797
A.J. Terrell,Westlake,Atlanta,GA,0.9745
Deommodore Lenoir,Salesian,Los Angeles,CA,0.9697
Jamyest Williams,Grayson,Loganville,GA,0.9638
Thomas Graham,Rancho Cucamonga,Rancho Cucamonga,CA,0.9604
Kary Vincent,Memorial,Port Arthur,TX,0.9567
CJ Henderson,Columbus,Miami,FL,0.9378
Chevin Calloway,Bishop Dunne,Dallas,TX,0.9357
Brad Stewart,McDonogh 35,New Orleans,LA,0.9354
Tray Bishop,Terrell County,Dawson,GA,0.9346
Marco Wilson,American Heritage,Fort Lauderdale,FL,0.9249
Amir Riep,Colerain,Cincinnati,OH,0.9243
William Poole III,Hapeville Charter,Atlanta,GA,0.9224
LeAnthony Williams Jr.,Roswell,Roswell,GA,0.9213
Trajan Bandy,Columbus,Miami,FL,0.9136
Russ Yeast,Center Grove,Greenwood,IN,0.8983
Tariq Castro-Fields,Riverdale Baptist,Upper Marlboro,MD,0.8967
Jhavonte Dean,Blinn College,Brenham,TX,0.8966
Yusuf Corker,Woodland,Stockbridge,GA,0.8935
Tre Shaw,Cedar Grove,Ellenwood,GA,0.8919
Shawn Davis,Miami Southridge,Miami,FL,0.8875
Tre Swilling,Brother Martin,New Orleans,LA,0.8787
Kyriq McDonald,James Clemens,Madison,AL,0.8705
Latavious Brini,Mater Academy Charter,Hialeah,FL,0.8681
JaCoby Stevens,Oakland,Murfreesboro,TN,0.9901
Richard LeCounte III,Liberty County,Hinesville,GA,0.9876
Devon Hunter,Indian River,Chesapeake,VA,0.9799
Deangelo Gibbs,Grayson,Loganville,GA,0.977
Paris Ford,Steel Valley,Homestead,PA,0.976
Xavier McKinney,Roswell,Roswell,GA,0.9723
Isaiah Pryor,IMG Academy,Bradenton,FL,0.9712
Grant Delpit,IMG Academy,Bradenton,FL,0.9679
Maleik Gray,LaVergne,LaVergne,TN,0.9621
Todd Harris,Plaquemine,Plaquemine,LA,0.9589
Robert Barnes,Southlake Carroll,Southlake,TX,0.9574
Cyrus Fagan,Mainland,Daytona Beach,FL,0.9548
Hamsah Nasirildeen,Concord,Concord,NC,0.949
Daniel Wright,Boyd Anderson,Fort Lauderdale,FL,0.9436
Montaric Brown,Ashdown,Ashdown,AR,0.9317
Derrick Tucker,Manvel,Manvel,TX,0.9303
CJ Avery,Grenada,Grenada,MS,0.9133
Jaylen Kelly-Powell,Cass Technical,Detroit,MI,0.9071
Johnathan Abram,Jones College,Ellisville,MS,0.8899
Tank Robinson,Lake Marion,Santee,SC,0.8643
Stuart Head,Etowah,Woodstock,GA,0.8628
Greg Johnson,Hawkins,Los Angeles,CA,0.9525
Chadarius Townsend,Tanner,Tanner,AL,0.9259
Malcolm Askew,McAdory,McCalla,AL,0.9165
Alaric Williams,Southside,Gadsden,AL,0.9145
Shi Smith,Union,Union,SC,0.9131
Montrell Estell,Hooks,Hooks,TX,0.9105
DeeJay Dallas,Glynn Academy,Brunswick,GA,0.9062
CJ Cotman,Clearwater Central Catholic,Clearwater,FL,0.9021
Juwan Burgess,Plant,Tampa,FL,0.8836
Kadarius Toney,Blount,Eight Mile,AL,0.879
Bruce Judson,Cocoa,Cocoa,FL,0.8768
Kam White,Clinton,Clinton,MS,0.8727
Savai'i Cravens,Saddleback Valley Christian School,San Juan Capistrano,CA,0.7891
Brandon Ruiz,Williams Field,Gilbert,AZ,0.8321
Joseph Bulovas,Mandeville,Mandeville,LA,0.8321
Thomas Fletcher,IMG Academy,Bradenton,FL,0.7853
