name,school,city,state,ranking
Davis Mills,Greater Atlanta Christian School,Norcross,GA,0.9918
Jake Fromm,Houston County,Warner Robins,GA,0.9794
Bailey Hockman,McEachern,Powder Springs,GA,0.8992
Kellen Mond,IMG Academy,Bradenton,FL,0.9498
N'Kosi Perry,Vanguard,Ocala,FL,0.9218
Johnathan Lewis,St. Peters Prep,Jersey City,NJ,0.8558
Khalan Laborn,Catholic,Virginia Beach,VA,0.9867
Anthony McFarland Jr.,DeMatha Catholic,Hyattsville,MD,0.9537
Najee Harris,Antioch,Antioch,CA,0.9984
Cam Akers,Clinton,Clinton,MS,0.9984
Stephen Carr,Summit,Fontana,CA,0.9889
D'Andre Swift,St. Joseph's,Philadelphia,PA,0.9838
Ty Chandler,Montgomery Bell Academy,Nashville,TN,0.9679
Brian Robinson,Hillcrest,Tuscaloosa,AL,0.9361
Cordarrian Richardson,Trezevant,Memphis,TN,0.9332
Toneil Carter,Langham Creek,Houston,TX,0.9316
Devan Barrett,Tampa Catholic,Tampa,FL,0.9294
Trey Sermon,Sprayberry,Marietta,GA,0.9232
Colin Wilson,Clay,Green Cove Springs,FL,0.9132
A.J. Davis,Lakeland,Lakeland,FL,0.8945
Chuba Hubbard,Bev Facey,Sherwood Park,AB,0.8868
Robert Burns,Gulliver Prep,Miami,FL,0.8732
Tee Higgins,Oak Ridge,Oak Ridge,TN,0.99
Jerry Jeudy,Deerfield Beach,Deerfield Beach,FL,0.9881
Joseph Lewis,Hawkins,Los Angeles,CA,0.9843
Trevon Grimes,St. Thomas Aquinas,Fort Lauderdale,FL,0.9806
Tyjon Lindsey,Bishop Gorman,Las Vegas,NV,0.9769
D.J. Matthews Jr.,Trinity Christian Academy,Jacksonville,FL,0.9763
DeVonta Smith,Amite,Amite,LA,0.9717
Jhamon Ausbon,IMG Academy,Bradenton,FL,0.9648
Henry Ruggs III,Robert E. Lee,Montgomery,AL,0.964
Tyrell Shavers,Lewisville,Lewisville,TX,0.9587
James Robinson,Lakeland,Lakeland,FL,0.9458
Tarik Black,Cheshire Academy,Cheshire,CT,0.9454
Jeremiah Holloman,Newton,Covington,GA,0.9431
OrTre Smith,Wando,Mount Pleasant,SC,0.9413
Mark Webb,Archbishop Wood,Warminster,PA,0.9387
Nico Collins,Clay-Chalkville,Pinson,AL,0.9378
Jaylen Harris,Cleveland Heights,Cleveland,OH,0.9254
Daquon Green,Tampa Bay Tech,Tampa,FL,0.9102
Mannie Netherly,Crosby,Crosby,TX,0.9069
Brandon Martin,Mississippi Gulf Coast C.C.,Perkinston,MS,0.9053
Trey Blount,Pace Academy,Atlanta,GA,0.8919
Tahj Capehart,Catholic,Virginia Beach,VA,0.8893
Tamorrion Terry,Turner County,Ashburn,GA,0.8883
J.T. Cauthen,Cuthbertson High School,Waxhaw,NC,0.8863
Tyler Smith,McEachern,Powder Springs,GA,0.8807
Justin Marshall,Newton,Covington,GA,0.8791
Braylon Sanders,Callaway,Hogansville,GA,0.8702
Emmanuel Logan-Greene,IMG Academy,Bradenton,FL,0.8696
Evidence Njoku,Wayne Hills,Wayne,NJ,0.8675
Matt Landers,St. Petersburg,Saint Petersburg,FL,0.857
Al'dontre Davis,Lutcher,Lutcher,LA,0.8559
Jordan Pouncey,Winter Park,Winter Park,FL,0.854
Xavier Jenkins,Lowndes,Valdosta,GA,0.8519
Austin Connor,Dutch Fork,Irmo,SC,0.8504
Ahkil Crumpton,Los Angeles Valley College,Van Nuys,CA,0.79
JT Dooley,Highland Park,Dallas,TX,0
Colby Parkinson,Oaks Christian,Westlake Village,CA,0.9826
Brock Wright,Cy-Fair,Cypress,TX,0.9669
Major Tennison,Bullard,Bullard,TX,0.8985
Jake Marwede,Loyola Academy,Wilmette,IL,0.8846
Tre' McKitty,IMG Academy,Bradenton,FL,0.8816
Jack Camper,IMG Academy,Bradenton,FL,0.8529
Alex Leatherwood,Booker T. Washington,Pensacola,FL,0.9981
Walker Little,Episcopal,Bellaire,TX,0.9952
Trey Smith,University School Of Jackson,Jackson,TN,0.992
Isaiah Wilson,Poly Prep,Brooklyn,NY,0.9904
Jedrick Wills,Lafayette,Lexington,KY,0.9831
Austin Jackson,North Canyon,Phoenix,AZ,0.983
Andrew Thomas,Pace Academy,Atlanta,GA,0.9791
Austin Deculus,Cy-Fair,Cypress,TX,0.9772
Navaughn Donaldson,Miami Central,Miami,FL,0.9655
Austin Troxell,Madison Academy,Madison,AL,0.9253
Elliot Baker,City College of San Francisco,San Francisco,CA,0.9223
Obinna Eze,Davidson Academy,Nashville,TN,0.9212
Kadeem Telfort,Booker T. Washington,Miami,FL,0.9095
Kai-Leon Herbert,American Heritage,Fort Lauderdale,FL,0.9068
D'Marcus Hayes,Mississippi Gulf Coast C.C.,Perkinston,MS,0.895
Blake Vinson,North Marion,Citra,FL,0.8863
Mekhi Becton,Highland Springs,Highland Springs,VA,0.8807
Tony Gray,Grayson,Loganville,GA,0.8794
Jacob Rimmer,Milan,Milan,TN,0.8715
Wyatt Davis,St. John Bosco,Bellflower,CA,0.9876
Tedarrell Slaton,American Heritage,Fort Lauderdale,FL,0.9677
Jack Anderson,Frisco,Frisco,TX,0.9628
Robert Hainsey,IMG Academy,Bradenton,FL,0.9605
Netori Johnson,Cedar Grove,Ellenwood,GA,0.9588
CJ Thorpe,Central Catholic,Pittsburgh,PA,0.9584
Tyrese Robinson,McKinney Boyd,McKinney,TX,0.9525
Kendall Randolph,Bob Jones ,Madison,AL,0.9252
Ed Ingram,DeSoto,DeSoto,TX,0.9217
Justin Shaffer,Cedar Grove,Ellenwood,GA,0.8828
Broc Bando,IMG Academy,Bradenton,FL,0.8412
Cesar Ruiz,IMG Academy,Bradenton,FL,0.9786
Jaelan Phillips,Redlands East Valley,Redlands,CA,0.9989
Chase Young,DeMatha Catholic,Hyattsville,MD,0.9957
Joshua Kaindoh,IMG Academy,Bradenton,FL,0.9948
K'Lavon Chaisson,North Shore,Houston,TX,0.9821
Luiji Vilain,Episcopal,Alexandria,VA,0.9734
D.J. Johnson,Luther Burbank,Sacramento,CA,0.9648
Jarez Parks,Sebastian River,Sebastian,FL,0.9575
Robert Beal,Peachtree Ridge,Suwanee,GA,0.9498
Justin Foster,Crest,Shelby,NC,0.9339
Jordan Williams,Frank W. Cox,Virginia Beach,VA,0.9299
Jake Lawler,South Mecklenburg,Charlotte,NC,0.9277
Big Kat Bryant,Crisp County,Cordele,GA,0.9238
Ta'Quon Graham,Temple,Temple,TX,0.9213
Michael Allen,Lanier,Buford,GA,0.8736
