name,school,city,state,ranking
Ryan Hilinski,Orange Lutheran,Orange,CA,0.9695
Graham Mertz,Blue Valley North,Leawood,KS,0.9689
Hank Bachmeier,Murrieta Valley,Murrieta,CA,0.9114
Cade McNamara,Damonte Ranch,Reno,NV,0.9052
Jacob Zeno,John Jay,San Antonio,TX,0.9048
Joey Yellen,Mission Viejo,Mission Viejo,CA,0.9023
D'Wan Mathis,Oak Park,Oak Park,MI,0.8992
Connor Bazelak,Archbishop Alter,Dayton,OH,0.8913
Grant Gunnell,St Pius X,Houston,TX,0.8851
Zach Calzada,Lanier,Buford,GA,0.8817
Jaden Johnson,Kirby,Memphis,TN,0.871
Dillon Gabriel,Mililani,Mililani,HI,0.8667
Alex Padilla,Cherry Creek,Englewood,CO,0.8485
Stetson Bennett IV,Jones College,Ellisville,MS,0.8304
Bo Nix,Pinson Valley,Pinson,AL,0.9857
Jayden Daniels,Cajon,San Bernardino,CA,0.9832
Sam Howell,Sun Valley,Monroe,NC,0.9582
Max Duggan,Lewis Central,Council Bluffs,IA,0.9127
Lance LeGendre,Warren Easton,New Orleans,LA,0.9036
KJ Jefferson,North Panola,Sardis,MS,0.896
John Rhys Plumlee,Oak Grove,Hattiesburg,MS,0.8936
Michael Johnson Jr.,Sheldon,Eugene,OR,0.8905
Brendan Costello,San Clemente,San Clemente,CA,0.8755
David Baldwin-Griffin,IMG Academy,Bradenton,FL,0.8588
Sean Dollars,Mater Dei,Santa Ana,CA,0.9387
Ronald Thompkins,Grayson,Loganville,GA,0.8817
Trey Sanders,IMG Academy,Bradenton,FL,0.9963
John Emery Jr.,Destrehan,Destrehan,LA,0.9929
Devyn Ford,North Stafford,Stafford,VA,0.9643
Noah Cain,IMG Academy,Bradenton,FL,0.9568
Tyrion Davis-Price,Southern Lab,Baton Rouge,LA,0.9399
Sampson James,Avon,Avon,IN,0.9255
Kenny McIntosh,University School,Fort Lauderdale,FL,0.9233
Deondrick Glass,Katy,Katy,TX,0.9133
Keilan Robinson,St. John's,Washington,DC,0.9094
Nay'Quan Wright,Miami Carol City,Opa Locka,FL,0.9061
D.J. Williams,Sebring,Sebring,FL,0.8975
Marcus Crowley,Trinity Christian Academy,Jacksonville,FL,0.8917
Daniel Carter,St. Thomas Aquinas,Fort Lauderdale,FL,0.8729
Knowledge McDaniel,Braden River,Bradenton,FL,0.8472
Jadon Haselwood,Cedar Grove,Ellenwood,GA,0.9967
Garrett Wilson,Lake Travis,Austin,TX,0.9903
Theo Wease,Allen,Allen,TX,0.9903
George Pickens,Hoover,Hoover,AL,0.988
Dominick Blaylock,Walton,Marietta,GA,0.9831
Frank Ladson,South Dade,Homestead,FL,0.98
Jake Smith,Notre Dame Preparatory,Scottsdale,AZ,0.9752
Joe Ngata,Folsom,Folsom,CA,0.9733
Jeremiah Payton,Duncan U. Fletcher,Neptune Beach,FL,0.973
Dylan Wright,West Mesquite,Mesquite,TX,0.9678
Jameson Williams,Cardinal Ritter College Prep,Saint Louis,MO,0.9621
