name,school,city,state,ranking
JT Daniels,Mater Dei,Santa Ana,CA,0.9919
Tanner McKee,Centennial,Corona,CA,0.9764
Matt Corral,Long Beach Poly,Long Beach,CA,0.969
Jack Tuttle,Mission Hills,San Marcos,CA,0.9321
Jack West,Saraland,Saraland,AL,0.9115
Justin Fields,Harrison,Kennesaw,GA,0.9998
Cade Fennegan,Woodrow Wilson,Dallas,TX,0.7853
Jaelen Gill,Westerville South,Westerville,OH,0.9831
James Cook,Northwestern,Miami,FL,0.9786
T.J. Pledger,IMG Academy,Bradenton,FL,0.9543
Mychale Salahuddin,Woodson H.D.,Washington,DC,0.9179
Jashaun Corbin,Rockledge,ROCKLEDGE,FL,0.9074
Kazmeir Allen,Tulare Union,Tulare,CA,0.8875
Lavonte Valentine,Melbourne Central Catholic,Melbourne,FL,0.8721
Harold Joiner,Mountain Brook,Birmingham,AL,0.9375
Keaontay Ingram,Carthage,Carthage,TX,0.9324
Cam'Ron Harris,Miami Carol City,Opa Locka,FL,0.9308
Maurice Washington,Trinity Christian School,Cedar Hill,TX,0.919
Markese Stepp,Cathedral,Indianapolis,IN,0.8991
Chris Curry,Lehigh Senior,Lehigh Acres,FL,0.8924
Jeremy Banks,Cordova,Cordova,TN,0.8883
Tavion Thomas,Dunbar,Dayton,OH,0.8865
Jahmir Smith,Lee County,Sanford,NC,0.8721
Andrew Cunningham,Cambridge Christian School,Tampa,FL,0.8389
Amon-Ra St. Brown,Mater Dei,Santa Ana,CA,0.9948
Devon Williams,Antelope Valley,Lancaster,CA,0.9791
Justyn Ross,Central,Phenix City,AL,0.9765
Marquis Spiker,Murrieta Valley,Murrieta,CA,0.9703
Brennan Eagles,Alief Taylor,Houston,TX,0.9699
Kamryn Babb,Christian Brothers College,Saint Louis,MO,0.9629
Kevin Austin,North Broward Prep,Pompano Beach,FL,0.9601
Joshua Moore,Yoakum,Yoakum,TX,0.9556
Jalen Hall,Long Beach Poly,Long Beach,CA,0.9454
Brian Hightower,IMG Academy,Bradenton,FL,0.9366
Chase Cota,South Medford,Medford,OR,0.9358
Anthony Schwartz,American Heritage,Fort Lauderdale,FL,0.9334
Isaah Crocker,Inderkum,Sacramento,CA,0.9274
Jahan Dotson,Nazareth,Nazareth,PA,0.9228
Tommy Bush,Samuel Clemens,Schertz,TX,0.9222
Solomon Enis,North Canyon,Phoenix,AZ,0.9139
Nikko Remigio,Mater Dei,Santa Ana,CA,0.8971
Chris Olave,Mission Hills,San Marcos,CA,0.8875
John Jackson III,Junipero Serra,Gardena,CA,0.8742
Andre Hunt,Paraclete,Lancaster,CA,0.8742
Kobe Smith,Junipero Serra,Gardena,CA,0.8675
Eric Fuller,Hawkins,Los Angeles,CA,0.8293
Brevin Jordan,Bishop Gorman,Las Vegas,NV,0.982
Mustapha Muhammad,Ridge Point,Missouri City,TX,0.9318
Will Mallory,Providence,Jacksonville,FL,0.9183
Michael Ezeike,Colony,Ontario,CA,0.9075
Camren McDonald,Long Beach Poly,Long Beach,CA,0.9023
Dominick Wood-Anderson,Arizona Western College,Yuma,AZ,0.8979
Darrion Jones,Los Angeles Harbor College,Wilmington,CA,0.8548
Nicholas Petit-Frere,Berkeley Prep,Tampa,FL,0.9963
Jackson Carman,Fairfield,Fairfield,OH,0.9894
Richard Gouraige,Cambridge Christian School,Tampa,FL,0.9603
Max Wray,Franklin,Franklin,TN,0.9473
Junior Angilau,East,Salt Lake City,UT,0.9458
Dylan Wonnum,Tucker,Tucker,GA,0.9385
Jahmir Johnson,Arizona Western College,Yuma,AZ,0.8864
Jaren Kump,Herriman,Herriman,UT,0.8809
John Campbell,Dr. Phillips,Orlando,FL,0.8804
James Ohonba,Woodland,Stockbridge,GA,0.8804
Liam Douglass,Harvard Westlake,Studio City,CA,0.8785
Cade Beresford,Woodinville,Woodinville,WA,0.8601
Penei Sewell,Desert HIlls,Saint George,UT,0.9709
Trey Hill,Houston County,Warner Robins,GA,0.9692
Curtis Dunlap,IMG Academy,Bradenton,FL,0.9168
Cleveland Reed,Fort Meade ,Fort Meade,FL,0.9075
Will Lawrence,Harding Academy of Memphis,Memphis,TN,0.8326
Justin Dedich,Chaparral,Temecula,CA,0.9507
Emil Ekiyor,Cathedral,Indianapolis,IN,0.9496
Warren Ericson,North Gwinnett,Suwanee,GA,0.907
Eyabi Anoma,St. Frances Academy,Baltimore,MD,0.9987
Micah Parsons,Harrisburg,Harrisburg,PA,0.9982
KJ Henry,West Forsyth,Clemmons,NC,0.9928
Tyreke Smith,Cleveland Heights,Cleveland,OH,0.9816
Ronnie Perkins,Lutheran North,Saint Louis,MO,0.9666
Cameron Latu,Olympus,Salt Lake City,UT,0.945
Abdul-Malik McClain,J Serra Catholic,San Juan Capistrano,CA,0.9152
Jeremiah Martin,Cajon,San Bernardino,CA,0.9083
Andres Fox,Mobile Christian School,Mobile,AL,0.9073
Elijah Wade,Arbor View,Las Vegas,NV,0.9024
Mika Tafua,Kamehameha Schools Maui,Makawao,HI,0.8809
Gregory Rousseau,Champagnat Catholic - Hialeah,Hialeah,FL,0.8804
Adam Plant,Bishop Gorman,Las Vegas,NV,0.8666
Chaz Neal,Wesley Chapel,Zephyrhills,FL,0.8451
Max Wright,Taylor,Katy,TX,0.9245
Tahj Rice,Waggener Traditional,Louisville,KY,0.8973
Draco Bynum,Wilsonville,Wilsonville,OR,0.8904
Judge Culpepper,Plant,Tampa,FL,0.8871
Michael Boykin,Gulf Coast C.C.,Panama City,FL,0.8818
Taron Vincent,IMG Academy,Bradenton,FL,0.9884
Tommy Togiai,Highland,Pocatello,ID,0.9721
Michael Thompson,Parkway North,Saint Louis,MO,0.9638
Tuli Letuligasenoa,De La Salle,Concord,CA,0.9517
Greg Emerson,North Side,Jackson,TN,0.9441
Calvin Avery,Bishop Dunne,Dallas,TX,0.9174
Trevor Trout,Chaminade,Saint Louis,MO,0.9115
Caleb Tremblay,American River C.C.,Sacramento,CA,0.8967
Emmit Gooden,Independence C.C.,Independence,KS,0.8933
Aeneas Hawkins,Archbishop Moeller,Cincinnati,OH,0.8824
Jamarcus Chatman,Rome,Rome,GA,0.8784
Palaie Gaoteote IV,Bishop Gorman,Las Vegas,NV,0.9926
Teradja Mitchell,Catholic,Virginia Beach,VA,0.9771
Solomon Tuliaupupu,Mater Dei,Santa Ana,CA,0.9582
Ale Kaho,Reno,Reno,NV,0.9448
Bumper Pool,Lovejoy,Lucas,TX,0.8947
Eli'jah Winston,Central Catholic,Portland,OR,0.8917
Otis Reese,Lee County,Leesburg,GA,0.9575
Merlin Robertson,Junipero Serra,Gardena,CA,0.9452
Raymond Scott,Narbonne,Harbor City,CA,0.9361
Adrian Jackson,Mullen,Denver,CO,0.9313
Xavier Peters,Lakota West,West Chester,OH,0.9306
Bo Calvert,Oaks Christian,Westlake Village,CA,0.9087
Kana'i Mauga,Waianae,Waianae,HI,0.899
Salua Masina,Brighton,Salt Lake City,UT,0.8863
Patrick Surtain II,American Heritage,Fort Lauderdale,FL,0.9973
Tyson Campbell,American Heritage,Fort Lauderdale,FL,0.9944
Olaijah Griffin,Mission Viejo,Mission Viejo,CA,0.9849
Isaac Taylor-Stuart,Helix,La Mesa,CA,0.9827
Brendan Radley-Hiles,IMG Academy,Bradenton,FL,0.9807
Jalen Green,Heights,Houston,TX,0.9762
Anthony Cook,Lamar,Houston,TX,0.9682
Houston Griffith,IMG Academy,Bradenton,FL,0.9651
Jalyn Armour-Davis,St. Paul's Episcopal,Mobile,AL,0.9513
D'shawn Jamison,Lamar,Houston,TX,0.9486
Chase Williams,Eleanor Roosevelt,Corona,CA,0.9423
Myles Sims,Westlake,Atlanta,GA,0.9312
Kyler Gordon,Archbishop Murphy,Everett,WA,0.9256
Gilbert Frierson,Coral Gables Senior,Miami,FL,0.9211
Jairus Brents,Waggener Traditional,Louisville,KY,0.9122
Christian Tutt,Thomson,Thomson,GA,0.9045
Chris Smith,Hapeville Charter,Atlanta,GA,0.8991
Ken Montgomery Jr.,Hillsborough,Tampa,FL,0.8918
Noah Boykin,Woodson H.D.,Washington,DC,0.8916
Marcus Johnson,Villa Park,Villa Park,CA,0.8861
Tre Douglas,Eagles Landing Christian Academy,McDonough,GA,0.8835
Tyreke Johnson,Trinity Christian Academy,Jacksonville,FL,0.9876
Jaiden Lars-Woodbey,St. John Bosco,Bellflower,CA,0.9814
DeMarvion Overshown,Arp,Arp,TX,0.9737
Leon O'Neal Jr.,Cy Springs,Cypress,TX,0.9624
Aashari Crosswell,Long Beach Poly,Long Beach,CA,0.9442
Steve Stephens,Edison,Fresno,CA,0.943
Julius Irvin,Servite,Anaheim,CA,0.9361
Nikko Hall,Calabasas,Calabasas,CA,0.8809
Halid Djibril,Cathedral,Los Angeles,CA,0.8672
Talanoa Hufanga,Crescent Valley,Corvallis,OR,0.9571
Bryan Addison,Junipero Serra,Gardena,CA,0.9552
